"","desc","value"
"1","Root_state","0,1"
"2","mu","0.442063072838447"
"3","gamma_0","0.0335207885242061"
"4","loglik.obs","-2.99372659170012"
"5","df","2"
"6","conv","0"
"7","n.obs","1"
"8","mntd.obs",NA
"9","mpd.obs",NA
"10","runs","1000"
"11","mntd.mean.RD",NA
"12","mntd.sd.RD",NA
"13","mntd.obs.z.RD",NA
"14","mntd.obs.rank.RD","1"
"15","mntd.obs.q.RD","0.000999000999000999"
"16","mpd.mean.RD",NA
"17","mpd.sd.RD",NA
"18","mpd.obs.z.RD",NA
"19","mpd.obs.rank.RD","1"
"20","mpd.obs.q.RD","0.000999000999000999"
"21","n.mean.DAMOCLES","0.995"
"22","mntd.mean.DAMOCLES",NA
"23","mntd.sd.DAMOCLES",NA
"24","mntd.obs.z.DAMOCLES",NA
"25","mntd.obs.rank.DAMOCLES","260"
"26","mntd.obs.q.DAMOCLES","0.25974025974026"
"27","mpd.mean.DAMOCLES",NA
"28","mpd.sd.DAMOCLES",NA
"29","mpd.obs.z.DAMOCLES",NA
"30","mpd.obs.rank.DAMOCLES","260"
"31","mpd.obs.q.DAMOCLES","0.25974025974026"
"32","loglik.mean.DAMOCLES",NA
"33","loglik.sd.DAMOCLES",NA
"34","loglik.obs.z.DAMOCLES",NA
"35","loglik.obs.rank.DAMOCLES",NA
"36","loglik.obs.q.DAMOCLES",NA
